Vocabulary Size:  27710
Total number of model parameters: 11.59M
| epoch   1 |   500/15983 batches | lr 7.00 | ms/batch 13.93 | loss  7.05 | ppl  1149.12
| epoch   4 |  4500/15983 batches | lr 7.00 | ms/batch  4.77 | loss  4.94 | ppl   139.97
| epoch   4 |  5000/15983 batches | lr 7.00 | ms/batch  4.78 | loss  4.94 | ppl   140.37
| epoch   4 |  5500/15983 batches | lr 7.00 | ms/batch  4.76 | loss  4.94 | ppl   139.94
| epoch   4 |  6000/15983 batches | lr 7.00 | ms/batch  4.77 | loss  4.96 | ppl   141.90
| epoch   4 |  6500/15983 batches | lr 7.00 | ms/batch  4.77 | loss  4.91 | ppl   136.15
| epoch   4 |  7000/15983 batches | lr 7.00 | ms/batch  3.92 | loss  4.93 | ppl   138.11
| epoch   4 |  7500/15983 batches | lr 7.00 | ms/batch  4.24 | loss  4.90 | ppl   134.23
| epoch   4 |  8000/15983 batches | lr 7.00 | ms/batch  5.64 | loss  4.96 | ppl   143.30
| epoch   4 |  8500/15983 batches | lr 7.00 | ms/batch  7.66 | loss  4.91 | ppl   135.80
| epoch   4 |  9000/15983 batches | lr 7.00 | ms/batch 11.79 | loss  4.88 | ppl   131.73
| epoch   4 |  9500/15983 batches | lr 7.00 | ms/batch 10.98 | loss  4.89 | ppl   133.43
| epoch   4 | 10000/15983 batches | lr 7.00 | ms/batch 11.76 | loss  4.87 | ppl   130.76
| epoch   4 | 10500/15983 batches | lr 7.00 | ms/batch 11.80 | loss  4.92 | ppl   137.39
| epoch   4 | 11000/15983 batches | lr 7.00 | ms/batch 11.78 | loss  4.92 | ppl   137.49
| epoch   4 | 11500/15983 batches | lr 7.00 | ms/batch 11.77 | loss  4.90 | ppl   134.03
| epoch   4 | 12000/15983 batches | lr 7.00 | ms/batch 10.66 | loss  4.90 | ppl   133.82
| epoch   4 | 12500/15983 batches | lr 7.00 | ms/batch 12.10 | loss  4.86 | ppl   128.94
| epoch   4 | 13000/15983 batches | lr 7.00 | ms/batch 11.77 | loss  4.88 | ppl   131.87
| epoch   4 | 13500/15983 batches | lr 7.00 | ms/batch 10.97 | loss  4.90 | ppl   134.50
| epoch   4 | 14000/15983 batches | lr 7.00 | ms/batch 11.33 | loss  4.92 | ppl   136.57
| epoch   4 | 14500/15983 batches | lr 7.00 | ms/batch 11.93 | loss  4.88 | ppl   131.22
| epoch   4 | 15000/15983 batches | lr 7.00 | ms/batch 11.56 | loss  4.87 | ppl   129.94
| epoch   4 | 15500/15983 batches | lr 7.00 | ms/batch 12.24 | loss  4.86 | ppl   129.07
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 129.78s | valid loss  5.09 | valid ppl   162.17
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 7.00 | ms/batch 11.73 | loss  4.90 | ppl   134.19
| epoch   5 |  1000/15983 batches | lr 7.00 | ms/batch 11.76 | loss  4.90 | ppl   134.61
| epoch   5 |  1500/15983 batches | lr 7.00 | ms/batch 11.72 | loss  4.91 | ppl   135.93
| epoch   5 |  2000/15983 batches | lr 7.00 | ms/batch 10.94 | loss  4.86 | ppl   128.45
| epoch   5 |  2500/15983 batches | lr 7.00 | ms/batch 11.73 | loss  4.85 | ppl   128.10
| epoch   5 |  3000/15983 batches | lr 7.00 | ms/batch 11.74 | loss  4.89 | ppl   132.30
| epoch   5 |  3500/15983 batches | lr 7.00 | ms/batch 10.95 | loss  4.90 | ppl   134.25
| epoch   5 |  4000/15983 batches | lr 7.00 | ms/batch 10.92 | loss  4.89 | ppl   132.95
| epoch   5 |  4500/15983 batches | lr 7.00 | ms/batch 12.22 | loss  4.90 | ppl   133.85
| epoch   5 |  5000/15983 batches | lr 7.00 | ms/batch 11.85 | loss  4.90 | ppl   134.46
| epoch   5 |  5500/15983 batches | lr 7.00 | ms/batch 12.12 | loss  4.90 | ppl   134.18
| epoch   5 |  6000/15983 batches | lr 7.00 | ms/batch 12.36 | loss  4.91 | ppl   135.93
| epoch   5 |  6500/15983 batches | lr 7.00 | ms/batch 11.70 | loss  4.87 | ppl   130.72
| epoch   5 |  7000/15983 batches | lr 7.00 | ms/batch 11.54 | loss  4.89 | ppl   132.48
| epoch   5 |  7500/15983 batches | lr 7.00 | ms/batch 11.90 | loss  4.86 | ppl   128.73
| epoch   5 |  8000/15983 batches | lr 7.00 | ms/batch 11.71 | loss  4.92 | ppl   136.80
| epoch   5 |  8500/15983 batches | lr 7.00 | ms/batch 12.23 | loss  4.87 | ppl   130.54
| epoch   5 |  9000/15983 batches | lr 7.00 | ms/batch 12.05 | loss  4.84 | ppl   126.62
| epoch   5 |  9500/15983 batches | lr 7.00 | ms/batch 10.95 | loss  4.86 | ppl   128.69
| epoch   5 | 10000/15983 batches | lr 7.00 | ms/batch 10.94 | loss  4.83 | ppl   125.56
| epoch   5 | 10500/15983 batches | lr 7.00 | ms/batch 11.61 | loss  4.88 | ppl   131.94
| epoch   5 | 11000/15983 batches | lr 7.00 | ms/batch 11.08 | loss  4.89 | ppl   132.54
| epoch   5 | 11500/15983 batches | lr 7.00 | ms/batch 11.02 | loss  4.86 | ppl   129.11
| epoch   5 | 12000/15983 batches | lr 7.00 | ms/batch 11.76 | loss  4.86 | ppl   129.05
| epoch   5 | 12500/15983 batches | lr 7.00 | ms/batch 11.62 | loss  4.82 | ppl   124.58
| epoch   5 | 13000/15983 batches | lr 7.00 | ms/batch 11.76 | loss  4.85 | ppl   127.34
| epoch   5 | 13500/15983 batches | lr 7.00 | ms/batch 10.93 | loss  4.86 | ppl   129.65
| epoch   5 | 14000/15983 batches | lr 7.00 | ms/batch 11.73 | loss  4.88 | ppl   131.69
| epoch   5 | 14500/15983 batches | lr 7.00 | ms/batch 10.95 | loss  4.85 | ppl   127.16
| epoch   5 | 15000/15983 batches | lr 7.00 | ms/batch 10.93 | loss  4.84 | ppl   125.87
| epoch   5 | 15500/15983 batches | lr 7.00 | ms/batch 10.93 | loss  4.83 | ppl   125.16
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 185.53s | valid loss  5.08 | valid ppl   160.37
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 7.00 | ms/batch 11.66 | loss  4.86 | ppl   129.58
| epoch   6 |  1000/15983 batches | lr 7.00 | ms/batch 10.93 | loss  4.87 | ppl   129.90
| epoch   6 |  1500/15983 batches | lr 7.00 | ms/batch 10.95 | loss  4.88 | ppl   131.06
| epoch   6 |  2000/15983 batches | lr 7.00 | ms/batch 11.70 | loss  4.82 | ppl   124.04
| epoch   6 |  2500/15983 batches | lr 7.00 | ms/batch 11.75 | loss  4.82 | ppl   124.20
| epoch   6 |  3000/15983 batches | lr 7.00 | ms/batch 11.73 | loss  4.85 | ppl   128.18
| epoch   6 |  3500/15983 batches | lr 7.00 | ms/batch 11.01 | loss  4.87 | ppl   130.13
| epoch   6 |  4000/15983 batches | lr 7.00 | ms/batch 11.73 | loss  4.86 | ppl   128.81
| epoch   6 |  4500/15983 batches | lr 7.00 | ms/batch 11.23 | loss  4.87 | ppl   129.68
| epoch   6 |  5000/15983 batches | lr 7.00 | ms/batch 11.27 | loss  4.87 | ppl   129.97
| epoch   6 |  5500/15983 batches | lr 7.00 | ms/batch 11.29 | loss  4.87 | ppl   130.04
| epoch   6 |  6000/15983 batches | lr 7.00 | ms/batch 11.01 | loss  4.88 | ppl   131.60
| epoch   6 |  6500/15983 batches | lr 7.00 | ms/batch 11.01 | loss  4.84 | ppl   126.82
| epoch   6 |  7000/15983 batches | lr 7.00 | ms/batch 11.78 | loss  4.85 | ppl   128.22
| epoch   6 |  7500/15983 batches | lr 7.00 | ms/batch 11.81 | loss  4.83 | ppl   124.77
| epoch   6 |  8000/15983 batches | lr 7.00 | ms/batch 11.28 | loss  4.89 | ppl   132.33
| epoch   6 |  8500/15983 batches | lr 7.00 | ms/batch 10.43 | loss  4.84 | ppl   126.49
| epoch   6 |  9000/15983 batches | lr 7.00 | ms/batch 11.41 | loss  4.81 | ppl   123.12
| epoch   6 |  9500/15983 batches | lr 7.00 | ms/batch 11.80 | loss  4.83 | ppl   125.14
| epoch   6 | 10000/15983 batches | lr 7.00 | ms/batch 10.98 | loss  4.81 | ppl   122.32
| epoch   6 | 10500/15983 batches | lr 7.00 | ms/batch 11.10 | loss  4.85 | ppl   128.32
| epoch   6 | 11000/15983 batches | lr 7.00 | ms/batch 11.60 | loss  4.86 | ppl   128.62
| epoch   6 | 11500/15983 batches | lr 7.00 | ms/batch 11.89 | loss  4.83 | ppl   125.46
| epoch   6 | 12000/15983 batches | lr 7.00 | ms/batch 10.97 | loss  4.83 | ppl   125.63
| epoch   6 | 12500/15983 batches | lr 7.00 | ms/batch 11.80 | loss  4.80 | ppl   121.36
| epoch   6 | 13000/15983 batches | lr 7.00 | ms/batch 10.50 | loss  4.82 | ppl   124.02
| epoch   6 | 13500/15983 batches | lr 7.00 | ms/batch 11.96 | loss  4.84 | ppl   126.14
| epoch   6 | 14000/15983 batches | lr 7.00 | ms/batch 11.41 | loss  4.85 | ppl   128.07
| epoch   6 | 14500/15983 batches | lr 7.00 | ms/batch 10.99 | loss  4.82 | ppl   123.68
| epoch   6 | 15000/15983 batches | lr 7.00 | ms/batch 11.65 | loss  4.81 | ppl   122.71
| epoch   6 | 15500/15983 batches | lr 7.00 | ms/batch 11.75 | loss  4.80 | ppl   121.68
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 183.03s | valid loss  5.06 | valid ppl   157.69
-----------------------------------------------------------------------------------------
| epoch   7 |   500/15983 batches | lr 7.00 | ms/batch 11.76 | loss  4.84 | ppl   126.20
| epoch   7 |  1000/15983 batches | lr 7.00 | ms/batch 11.74 | loss  4.84 | ppl   126.28
| epoch   7 |  1500/15983 batches | lr 7.00 | ms/batch 12.16 | loss  4.85 | ppl   127.16
| epoch   7 |  2000/15983 batches | lr 7.00 | ms/batch 11.31 | loss  4.79 | ppl   120.74
| epoch   7 |  2500/15983 batches | lr 7.00 | ms/batch 11.73 | loss  4.79 | ppl   120.90
| epoch   7 |  3000/15983 batches | lr 7.00 | ms/batch 11.76 | loss  4.83 | ppl   124.82
| epoch   7 |  3500/15983 batches | lr 7.00 | ms/batch 11.72 | loss  4.84 | ppl   126.47
| epoch   7 |  4000/15983 batches | lr 7.00 | ms/batch 11.74 | loss  4.83 | ppl   125.13
| epoch   7 |  4500/15983 batches | lr 7.00 | ms/batch 11.75 | loss  4.84 | ppl   126.05
| epoch   7 |  5000/15983 batches | lr 7.00 | ms/batch 11.38 | loss  4.84 | ppl   126.48
| epoch   7 |  5500/15983 batches | lr 7.00 | ms/batch 12.10 | loss  4.84 | ppl   127.01
| epoch   7 |  6000/15983 batches | lr 7.00 | ms/batch 11.73 | loss  4.85 | ppl   128.31
| epoch   7 |  6500/15983 batches | lr 7.00 | ms/batch 11.22 | loss  4.82 | ppl   123.90
| epoch   7 |  7000/15983 batches | lr 7.00 | ms/batch 11.45 | loss  4.83 | ppl   125.02
| epoch   7 |  7500/15983 batches | lr 7.00 | ms/batch 12.02 | loss  4.80 | ppl   121.68
| epoch   7 |  8000/15983 batches | lr 7.00 | ms/batch 12.28 | loss  4.86 | ppl   129.06
| epoch   7 |  8500/15983 batches | lr 7.00 | ms/batch 11.74 | loss  4.82 | ppl   123.64
| epoch   7 |  9000/15983 batches | lr 7.00 | ms/batch 10.93 | loss  4.79 | ppl   120.41
| epoch   7 |  9500/15983 batches | lr 7.00 | ms/batch 11.71 | loss  4.81 | ppl   122.35
| epoch   7 | 10000/15983 batches | lr 7.00 | ms/batch 11.76 | loss  4.78 | ppl   119.43
| epoch   7 | 10500/15983 batches | lr 7.00 | ms/batch 11.28 | loss  4.83 | ppl   125.55
| epoch   7 | 11000/15983 batches | lr 7.00 | ms/batch 11.39 | loss  4.83 | ppl   125.81
| epoch   7 | 11500/15983 batches | lr 7.00 | ms/batch 11.92 | loss  4.81 | ppl   122.80
| epoch   7 | 12000/15983 batches | lr 7.00 | ms/batch 11.55 | loss  4.81 | ppl   122.60
| epoch   7 | 12500/15983 batches | lr 7.00 | ms/batch 12.38 | loss  4.78 | ppl   118.53
| epoch   7 | 13000/15983 batches | lr 7.00 | ms/batch 11.09 | loss  4.80 | ppl   121.40
| epoch   7 | 13500/15983 batches | lr 7.00 | ms/batch 11.44 | loss  4.82 | ppl   123.55
| epoch   7 | 14000/15983 batches | lr 7.00 | ms/batch 11.98 | loss  4.83 | ppl   125.13
| epoch   7 | 14500/15983 batches | lr 7.00 | ms/batch 11.76 | loss  4.80 | ppl   121.39
| epoch   7 | 15000/15983 batches | lr 7.00 | ms/batch 11.72 | loss  4.79 | ppl   120.50
| epoch   7 | 15500/15983 batches | lr 7.00 | ms/batch 11.76 | loss  4.78 | ppl   119.17
-----------------------------------------------------------------------------------------
| end of epoch   7 | time: 188.78s | valid loss  5.04 | valid ppl   154.53
-----------------------------------------------------------------------------------------
| epoch   8 |   500/15983 batches | lr 7.00 | ms/batch 11.74 | loss  4.82 | ppl   123.47
| epoch   8 |  1000/15983 batches | lr 7.00 | ms/batch 10.94 | loss  4.82 | ppl   123.45
| epoch   8 |  1500/15983 batches | lr 7.00 | ms/batch 11.74 | loss  4.82 | ppl   124.22
| epoch   8 |  2000/15983 batches | lr 7.00 | ms/batch 10.94 | loss  4.77 | ppl   118.12
| epoch   8 |  2500/15983 batches | lr 7.00 | ms/batch 10.36 | loss  4.78 | ppl   118.64
| epoch   8 |  3000/15983 batches | lr 7.00 | ms/batch 11.51 | loss  4.81 | ppl   122.12
| epoch   8 |  3500/15983 batches | lr 7.00 | ms/batch 11.71 | loss  4.82 | ppl   124.19
| epoch   8 |  4000/15983 batches | lr 7.00 | ms/batch 11.87 | loss  4.81 | ppl   122.48
| epoch   8 |  4500/15983 batches | lr 7.00 | ms/batch 11.58 | loss  4.82 | ppl   123.46
| epoch   8 |  5000/15983 batches | lr 7.00 | ms/batch 10.93 | loss  4.82 | ppl   123.94
| epoch   8 |  5500/15983 batches | lr 7.00 | ms/batch 11.73 | loss  4.82 | ppl   124.51
| epoch   8 |  6000/15983 batches | lr 7.00 | ms/batch 11.73 | loss  4.83 | ppl   125.81
| epoch   8 |  6500/15983 batches | lr 7.00 | ms/batch 11.36 | loss  4.80 | ppl   121.65
| epoch   8 |  7000/15983 batches | lr 7.00 | ms/batch 12.14 | loss  4.81 | ppl   122.61
| epoch   8 |  7500/15983 batches | lr 7.00 | ms/batch 10.95 | loss  4.78 | ppl   119.52
| epoch   8 |  8000/15983 batches | lr 7.00 | ms/batch  9.61 | loss  4.84 | ppl   126.39
| epoch   8 |  8500/15983 batches | lr 7.00 | ms/batch 11.77 | loss  4.79 | ppl   120.83
| epoch   8 |  9000/15983 batches | lr 7.00 | ms/batch 11.47 | loss  4.77 | ppl   118.32
| epoch   8 |  9500/15983 batches | lr 7.00 | ms/batch 11.24 | loss  4.79 | ppl   120.06
| epoch   8 | 10000/15983 batches | lr 7.00 | ms/batch 10.98 | loss  4.76 | ppl   117.06
| epoch   8 | 10500/15983 batches | lr 7.00 | ms/batch 10.97 | loss  4.81 | ppl   123.32
| epoch   8 | 11000/15983 batches | lr 7.00 | ms/batch 11.79 | loss  4.82 | ppl   123.45
| epoch   8 | 11500/15983 batches | lr 7.00 | ms/batch 11.54 | loss  4.80 | ppl   121.11
| epoch   8 | 12000/15983 batches | lr 7.00 | ms/batch 10.43 | loss  4.79 | ppl   120.58
| epoch   8 | 12500/15983 batches | lr 7.00 | ms/batch 12.00 | loss  4.76 | ppl   116.63
| epoch   8 | 13000/15983 batches | lr 7.00 | ms/batch 11.48 | loss  4.78 | ppl   119.04
| epoch   8 | 13500/15983 batches | lr 7.00 | ms/batch 10.97 | loss  4.80 | ppl   120.93
| epoch   8 | 14000/15983 batches | lr 7.00 | ms/batch 10.98 | loss  4.81 | ppl   122.99
| epoch   8 | 14500/15983 batches | lr 7.00 | ms/batch 11.79 | loss  4.78 | ppl   119.46
| epoch   8 | 15000/15983 batches | lr 7.00 | ms/batch 10.98 | loss  4.77 | ppl   118.28
| epoch   8 | 15500/15983 batches | lr 7.00 | ms/batch 11.75 | loss  4.76 | ppl   117.16
-----------------------------------------------------------------------------------------
| end of epoch   8 | time: 182.75s | valid loss  5.04 | valid ppl   154.67
-----------------------------------------------------------------------------------------
| epoch   9 |   500/15983 batches | lr 1.75 | ms/batch 11.76 | loss  4.79 | ppl   120.56
| epoch   9 |  1000/15983 batches | lr 1.75 | ms/batch 11.38 | loss  4.78 | ppl   119.20
| epoch   9 |  1500/15983 batches | lr 1.75 | ms/batch 12.10 | loss  4.79 | ppl   120.01
